nonce,transaction_index,value,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,block_number,to_scam
3901352,173,9.78e+16,121000,51000000000.0,6515861,21000,4842625,0
2,117,1.98e+18,21000,31000000000.0,4218780,21000,4881952,1
298222,4,1.9e+17,21000,90000000000.0,105000,21000,5064222,1
0,247,1.95e+17,21000,4800000000.0,7268656,21000,5346680,0
17,199,1.0,21000,8485407000.0,6044033,21000,5131370,0
200,147,7e+17,96882,8500000000.0,7903766,48653,6362901,1
14414,42,1.79e+16,171717,40000000000.0,1650743,21000,4978979,0
107431,11,819000000000000.0,21000,9700000000.0,384344,21000,5316530,0
843278,8,5e+17,30000,30000000000.0,290588,21000,5349321,1
174057,1,8.29e+17,100000,98000000000.0,42000,21000,5010050,0
221372,229,4.9e+17,90000,68400000000.0,7334116,21000,4931039,0
91997,11,3.66e+16,121000,150000000.0,725107,21000,4398961,0
1682,29,1000000000000000.0,21000,20000000000.0,957815,21000,4980748,0
4,71,2.61e+18,21000,24000000000.0,2450853,21000,4983406,0
54,143,2e+16,25200,4125000000.0,4320547,21000,5259908,0
1,77,1.15e+17,21000,4125000000.0,2641992,21000,5265551,0
6,3,1.39e+18,21000,116000000000.0,84000,21000,5132144,0
1133231,8,7.41e+17,200000,51900000000.0,323352,21000,5021282,0
136679,165,5.71e+17,121000,6000100000.0,5534092,21000,4457476,0
37,3,9.98e+17,21000,113000000000.0,84000,21000,5246584,0
2,117,9.9e+19,21000,17000000000.0,2899350,21000,5126996,0
1716335,42,3.97e+18,21000,100000000000.0,1259557,21000,4993879,0
1,144,6280000000000000.0,31000,70000000000.0,4160689,21000,4887699,1
1693801,102,8.55e+18,21000,100000000000.0,6728481,21000,4981546,0
3,194,4.68e+17,22800,20000000000.0,5347866,21000,4997209,0
3585037,25,4.93e+16,50000,11418750000.0,1133122,21000,4372084,0
9,176,2.3e+18,42000,20000000000.0,6171959,21000,4999003,0
11954,15,4.48e+17,50000,16000100000.0,760418,21000,4456512,0
44,139,7.87e+16,35000,21200000000.0,4433416,30981,5035044,0
3795102,13,1.59e+17,50000,8000000001.0,322493,21000,4465981,0
4,29,1.8e+18,21000,44000000000.0,979661,21000,5032736,0
1,43,4.91e+16,21000,44010000000.0,1628898,21000,5123947,0
128,154,153264000000000.0,21000,4000000000.0,7843163,21000,4981166,0
182653,169,6.71e+16,21000,18000000000.0,6659703,21000,5127273,0
1,48,8.98e+16,35000,8000000001.0,1584986,30981,4384298,0
194514,98,7e+18,21000,1100000000.0,3768568,21000,4459851,0
165034,144,2.26e+18,21000,18000000000.0,6614011,21000,4390174,0
5,32,7e+17,25200,20000000000.0,808202,21000,4383764,1
2,6,21380000000000.0,21000,26000000000.0,216304,21000,5057884,0
8,62,5.2e+18,25200,2200000000.0,2650020,21000,5312633,0
74,65,8368420000000000.0,21000,1800000000.0,3140008,21000,4441185,0
175554,118,7.74e+17,21000,45000000000.0,2531528,21000,5023073,0
9,26,3e+16,200000,4500000000.0,1295210,63653,6337118,1
205,289,4e+17,87471,9000000000.0,7611844,56659,6392318,1
751317,5,2.17e+18,30000,105000000000.0,220594,21000,5035818,0
11,56,8e+16,25200,12687500000.0,2632206,21000,5160906,0
194,53,1.3e+17,21000,150000000.0,3142473,21000,4384116,0
273,7,4.2e+18,321000,75000000000.0,238191,21000,4993706,1
0,83,2.29e+17,21000,10600000000.0,2935889,21000,5166478,0
3586986,72,4.99e+17,50000,9100001337.0,3163081,21000,4373049,0
1161432,3,8.99e+17,200000,51900000000.0,84000,21000,5130739,1
15717,32,3000000000000000.0,44000,6147057536.0,1384280,21000,5246333,0
1548,9,9.75e+17,35000,10619675014.0,377083,30981,8685583,0
10,103,1.11e+19,42000,20000000000.0,2768659,21000,6753234,0
3,13,1.35e+18,21000,110200000000.0,309567,21000,5270432,0
2,242,5.39e+19,21000,7000000000.0,7769380,21000,5133401,0
0,121,1.15e+18,42000,20000000000.0,3791904,21000,4978782,0
87987,33,1.38e+17,21000,100000000000.0,985893,21000,4902872,1
5930090,91,1e+17,50000,1000000000.0,7610846,21000,4983529,0
25975,23,5864450000000000.0,21000,148500000000.0,504000,21000,4994128,0
6149,5,8.62e+16,90000,102000000000.0,248081,21000,4927611,0
1,105,2.38e+19,90000,20000000000.0,3587301,21000,4979994,0
3913660,16,4.54e+18,121000,51000000000.0,485638,21000,4844142,0
0,115,1e+16,75000,10000000000.0,5630085,71413,6431219,1
1,135,54980000000000.0,21000,36000000000.0,7535628,21000,5022056,0
2037,45,1.5e+16,21000,24000000000.0,1531897,21000,5313392,0
2,21,4.21e+19,21000,20000000000.0,584341,21000,4983876,0
8,15,5000000000000000.0,25200,53016039424.0,366307,21000,4901625,0
3,202,1.29e+16,21000,16500000000.0,5090029,21000,5023836,0
0,302,1.93e+17,21001,17000000000.0,6996771,21000,5208710,0
62,57,5e+17,21000,19000000000.0,2666121,21000,5137001,0
40,52,2.49e+18,21000,16000000000.0,1482609,21000,4396837,0
68,102,1.1e+18,25200,9922387968.0,3187148,21000,5121889,0
0,108,1.58e+18,42000,21000000000.0,3378726,21000,4834131,0
202929,150,8.46e+17,90000,35000000000.0,6654974,21000,5350026,0
16,64,3.05e+18,21000,33000000000.0,1835687,21000,5140308,0
162,124,3.1e+16,21000,6000000000.0,5559610,21000,5507864,0
382104,20,3e+18,30000,2100000000.0,1202858,21000,4408764,0
30,1,4.97e+17,21000,113000000000.0,42000,21000,5284219,0
338,54,1.19e+17,100000,25570059534.0,2105598,21000,5307750,0
57417,11,6.29e+18,90000,26000000000.0,371702,21000,4461397,0
1150450,60,1726520000000000.0,200000,51900000000.0,1805299,21000,5084779,0
4915900,144,2.2e+17,50000,1000000000.0,3073454,21000,5000539,0
168644,16,3.47e+17,90000,70000000000.0,548103,21000,5128041,0
24,2,4.68e+17,21000,70000000000.0,201236,21000,5123678,0
0,196,2.99e+16,21000,11000000000.0,7644797,21000,5594206,0
273154,2,1e+19,45000,120000000000.0,63000,21000,5206903,0
3896348,25,1.27e+17,121000,51000000000.0,948816,21000,4841987,0
287411,11,9.16e+16,30000,29000000000.0,349729,21000,5180229,0
0,83,1.02e+17,90000,8000000000.0,3955035,21000,5155542,1
12455,145,2.78e+18,21000,14000000000.0,5592137,21000,5119339,0
13,108,2e+16,21000,30000000000.0,2937699,21000,4995924,0
8240,63,74004000000000.0,21000,4000000001.0,6183139,21000,5122148,0
0,128,2.04e+18,21000,20000000000.0,4143221,21000,4978900,0
1,51,1.83e+16,21000,40000000000.0,1463175,21000,4979164,0
308,18,3.5e+17,105112,22000000000.0,769080,71659,6393540,1
842468,38,3.92e+16,100000,40000000000.0,1310085,21000,4999004,0
178051,0,1.36e+19,100000,98000000000.0,21000,21000,5067352,0
1,118,427500000000000.0,30000,750000000.0,7550783,21000,5257096,0
165836,46,3.02e+17,42000,24000000000.0,1833712,21000,5342509,0
2,27,20740000000000.0,21000,26000000000.0,620233,21000,5057885,0
3635780,17,1e+18,50000,6000000001.0,1156441,21000,4395376,0
1,59,1.62e+18,42000,21000000000.0,2275227,21000,4833107,0
1,69,6.51e+16,21000,14000000000.0,2333181,21000,5135472,0
0,52,3e+18,21000,23000000000.0,2599568,21000,4926228,1
371439,81,1e+18,30000,12600000000.0,4397751,21000,4371791,0
188347,70,1.01e+18,90000,35000000000.0,2845870,21000,5180726,0
13,98,2e+16,21000,41000000000.0,4095223,21000,4968599,0
16,68,4.4e+19,21000,9523809523.0,2945801,21000,5136239,0
25,22,5e+16,21000,84000000000.0,514948,21000,5032294,0
43,151,1.09e+17,25200,31437500000.0,4963300,21000,4902735,0
94,1,1e+21,25200,68937500000.0,42000,21000,5046244,0
514710,126,8.08e+16,90000,2200000000.0,3472039,21000,5104262,0
118716,43,3.92e+17,90000,55000000000.0,2085231,21000,4979386,0
262858,9,1.79e+18,420000,50000000000.0,210000,21000,4997717,0
3,5,5e+17,250600,10000000000.0,204949,21000,4409974,1
15,46,3.95e+17,25200,14250000000.0,1905051,21000,5183117,0
1,67,488281000000000.0,21000,1.0,3458180,21000,4397935,0
99040,31,7.37e+17,21000,11418750000.0,672000,21000,4372141,0
643,3,1.68e+17,90000,39000000000.0,225297,21000,5260405,0
170,19,0.0,81673,20000000000.0,1004965,53610,6392490,1
0,76,7.08e+16,21000,9100001337.0,3129291,21000,4386684,0
2,112,488281000000000.0,21000,1.0,4932262,21000,4397945,0
3,12,3.59e+16,21000,91000000000.0,452677,21000,4982799,1
1801667,106,2.32e+17,90000,180000000.0,2430217,21000,4393601,0
1,142,1e+18,21000,1300000000.0,7127046,21000,5024351,0
138,106,3846150000000.0,21000,4578754591.0,3349481,21000,5205603,0
73,57,0.0,47338,9000000000.0,3117570,38610,6403762,1
49,77,0.0,59173,6000000000.0,4083680,38610,6391619,1
71,73,4e+16,21000,3000000000.0,8003035,21000,6296807,1
1714533,81,2.07e+18,21000,100000000000.0,2657383,21000,4993106,0
0,157,3.98e+19,35000,11792500000.0,4503801,30981,5070939,0
1799786,159,4.43e+17,90000,1.0,4003674,21000,4393485,0
7,187,3.3e+17,25200,40955224064.0,5980982,21000,4902171,0
0,165,3e+17,21000,9000000000.0,5909540,21000,5177836,1
3619251,146,1.99e+17,50000,150000000.0,4632795,21000,4387929,0
7,65,4.9e+16,21000,2000000000.0,4575190,21000,8658627,1
70,72,2.09e+17,35000,10500000000.0,2820211,30981,4403237,0
27846,100,1.02e+18,99000,150000000.0,3156250,21000,4382016,0
29,243,2e+18,25200,4125000000.0,6344063,21000,5345581,0
1,53,4.23e+19,21000,20000000000.0,1990874,21000,4838482,0
21,131,903000000000000.0,21000,5000000000.0,4556702,21000,7870629,0
562370,18,1.31e+17,90000,78000000000.0,399000,21000,4380483,0
52,24,1.05e+17,21000,16000000000.0,1123342,21000,5313143,0
659363,42,3.83e+19,30000,130380000000.0,1504251,21000,4889063,0
781115,50,2.27e+17,30000,105000000000.0,2709646,21000,5107561,0
12,4,2000000000000000.0,21000,99000000000.0,152185,21000,4973424,0
1,52,9.15e+17,21000,5687500000.0,1742394,21000,5341991,0
288,119,0.0,81673,7000000000.0,5300288,53610,6391801,1
0,179,1.9e+17,21000,20000000000.0,6899105,21000,4981446,0
91,20,0.0,59173,5500000000.0,2071669,38610,6387671,1
32712,5,1.54e+17,43690,70000000000.0,215206,21000,5124694,0
2,18,9490090000000000.0,21000,3900000000.0,901796,21000,5349267,0
32940,0,1.1e+18,90000,130000000000.0,21000,21000,5105498,0
5081974,13,1.02e+17,50000,1000000000.0,349536,21000,4835919,0
2,215,2.01e+19,21000,21000000000.0,7158281,21000,4833872,0
33,20,2e+17,21000,90000000000.0,457222,21000,4943363,0
0,59,1e+16,75000,10000000000.0,2792992,71413,6430770,1
188,23,1.39e+17,135546,51000000000.0,780352,34470,4841398,0
2,6,9.26e+19,21000,113750000000.0,426004,21000,4858377,0
113,10,5.75e+20,25200,81050738688.0,418233,21000,5165453,0
2,69,2e+17,21000,10000000000.0,2384557,21000,4983740,0
17,25,2e+18,25200,99999997952.0,983123,21000,4900173,0
41,62,0.0,65000,8000000000.0,3730371,44551,6390401,1
2,96,746396000000000.0,21000,2000000001.0,7358116,21000,5085048,0
25,2,1.28e+17,21000,61000000000.0,63000,21000,4387091,0
166880,31,1.27e+18,90000,108000000000.0,686796,21004,4900337,0
362,119,0.0,59173,8000000000.0,7162351,38610,6427663,1
3894988,93,9.21e+17,121000,51000000000.0,3440805,21000,4841789,0
3,118,1.09e+18,21000,24000000000.0,3631201,21000,5108599,0
175461,25,1.59e+16,21000,45000000000.0,578528,21000,5023073,0
1800262,190,3.56e+17,90000,1.0,5442978,21000,4393492,0
3,181,1523250000000000.0,21000,5250000000.0,5925228,21000,4461346,0
100,35,0.0,153700,21000000000.0,1043509,22912,5279370,0
1,86,5e+16,21000,2200000000.0,3405919,21000,5341702,0
1,46,2.95e+16,21000,100000000.0,7984112,21000,5032211,0
381924,57,1e+18,30000,1689941264.0,2306226,21000,4408151,0
1710751,21,1.11e+19,21000,100000000000.0,658303,21000,4991059,0
240323,21,4.64e+17,30000,40000000000.0,719126,21000,4983965,0
5934306,5,5.03e+16,50000,1000000000.0,144563,21000,4984416,0
177450,15,1.12e+17,90000,45000000000.0,458081,21000,5140153,0
69072,30,6.18e+16,42000,9600000000.0,7931071,21000,5128305,0
723193,153,2.85e+18,30000,105000000000.0,5980620,21000,4983842,0
42,8,1e+18,25200,99999997952.0,452997,21000,4899533,0
8,45,3e+18,21000,21000000000.0,2059907,21000,4991574,0
278547,13,5e+18,45000,113000000000.0,294051,21000,5223551,0
1,208,5.91e+19,21000,21000000000.0,6444543,21000,5001306,0
559318,112,1.58e+18,50000,19000000000.0,3930830,21000,5206376,0
2,56,4.74e+17,21000,500000000.0,7575684,21000,5304963,0
2,150,8.65e+19,21000,20000000000.0,6416003,21000,4836177,0
3492,12,6.02e+17,45000,7200000000.0,410833,21000,5259921,0
173910,174,3.16e+17,100000,98000000000.0,6278497,21000,5009057,0
3633278,44,4.9e+16,50000,38000000000.0,987924,21000,4394293,0
23,125,8e+16,25200,11125000000.0,4475428,21000,5047074,0
0,86,5.26e+17,21000,7000000000.0,3537213,21000,5132645,0
4900184,14,5.01e+16,50000,1000000000.0,370536,21000,4994897,0
1,17,5e+17,21000,16000000000.0,378000,21000,4440136,0
30151,4,5.49e+17,43690,70000000000.0,187627,21000,5039941,0
9,44,1.17e+17,35000,21200000000.0,1513568,30981,5037159,0
84,124,5.19e+16,21000,8000000001.0,6451427,21000,5124985,0
70,35,5000000000000000.0,25200,9562500000.0,1010900,21000,5123156,0
2,185,7.57e+19,21000,20000000000.0,5310405,21000,4982622,0
6,16,1.15e+17,21000,19883725954.0,460862,21000,5141876,0
12413,64,4.37e+18,50000,14000000000.0,2249490,21000,4461326,0
280703,8,3912940000000000.0,30000,24000000000.0,335346,21000,5349263,0
227,139,1.7e+19,25200,20000000000.0,5079551,21000,4837200,0
50488,85,2.05e+18,21000,20000000001.0,3255410,21000,5039171,0
2,43,1.13e+19,21000,61000000000.0,952619,21000,5162299,0
42359,43,1.29e+18,90000,55000000000.0,1378232,21000,4389966,0
22,119,8.92e+16,35000,21200000000.0,4317316,30981,5037094,0
147960,20,7.36e+17,90000,70000000000.0,990675,21000,4998488,0
9,68,0.0,59173,9000000000.0,7917116,38610,6394667,1
6102,202,1.65e+17,21000,11342000000.0,7866836,21000,5167492,0
587550,19,5e+17,21000,50000000000.0,550038,21000,5567060,1
26,34,4.08e+18,21000,70000000000.0,1107644,21000,4999513,0
231,2,5e+18,21000,112000000000.0,79071,21000,5258641,0
100,74,3e+17,25200,16625000000.0,4339445,21000,5926914,1
16356,97,2000000000000000.0,940000,6000100000.0,4732890,21000,4457478,0
51,111,0.0,36450,9000000000.0,5126758,24300,6411663,1
0,0,2.33e+18,21000,118000000000.0,21000,21000,5159482,0
3433236,283,1.94e+17,90000,8781250000.0,6410868,21000,5081195,0
2,149,3.35e+16,21000,16000000000.0,4541901,21000,5208670,0
47504,68,1.03e+18,940000,11342000000.0,6780599,21000,5167215,0
35392,1,1.27e+19,50000,150000000000.0,99434,21000,4909082,0
38,14,1.56e+18,300000,52000000000.0,448162,21000,5032494,0
895841,88,5.85e+16,50000,500000000.0,6328996,21000,4980639,0
8,0,4e+18,21000,90000000000.0,21000,21000,5236409,0
106,66,0.0,250000,21000000000.0,1725425,47798,5279426,0
2,214,8.13e+17,35000,21200000000.0,5597064,30981,5035655,0
0,99,9.99e+17,21000,150000000.0,6708933,21000,4410464,0
902,40,3e+18,31500,17000000001.0,1478294,21000,4389475,0
4,92,2.16e+17,35000,10600000000.0,4141815,30981,5184095,0
66556,2,1.01e+18,21000,102000000000.0,63000,21000,5039184,0
2,202,4.49e+19,21000,46000000000.0,7103855,21000,5129080,0
65,17,0.0,250000,9000000000.0,1115857,37546,5981596,0
0,55,1.13e+17,90000,20000000000.0,1484153,21000,4464129,1
59600,62,9.96e+16,99000,27000000000.0,2500680,21000,5038681,0
3,33,5e+18,25200,89250000000.0,1096999,21000,4900545,0
119,42,3.5e+17,250000,99000000000.0,1009045,21000,4993914,1
382594,1,4.3e+19,100000,91000000000.0,42000,21000,5085541,0
41,129,1.01e+17,21000,1000000001.0,7937152,21000,5140778,0
