nonce,transaction_index,value,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,block_number,to_scam
134,29,0.0,59173,28500000000.0,1382407,38610,6405026,1
3910205,99,2.5e+18,121000,51000000000.0,4165529,21000,4843666,0
46,98,0.0,53475,1000000000.0,6064158,35650,5436625,1
295999,17,2.18e+19,90000,40000000000.0,394337,21000,4983866,0
131,89,1e+18,25200,26613186560.0,3420120,21000,4902296,0
54,138,4.26e+17,25200,41593750000.0,6951925,21000,4900204,0
280,61,4.97e+16,35000,11500000000.0,2584908,30981,8687608,0
35,102,1.0,21000,6061005000.0,2827112,21000,5131607,0
8,74,5e+16,120517,4000000000.0,7704013,79419,6396155,1
845,49,8e+18,25200,31480594432.0,4673494,21000,5028707,0
1,133,1e+18,120520,6840000000.0,7847289,79419,6406117,1
790268,13,5e+18,30000,105000000000.0,523398,21000,5134187,0
0,4,1.4e+17,21000,129000000000.0,134782,21000,5022823,0
5065937,28,1.34e+17,50000,1000000000.0,646024,21000,4834897,0
1632,25,2.73e+17,35000,11902500000.0,907780,30981,8687642,0
63,97,0.0,59615,9000000000.0,6722728,29615,6404561,1
2,127,1.3e+16,21000,2000000000.0,7878377,21000,4995151,0
33,126,5.03e+17,35000,11792500000.0,4450718,30981,5071016,0
31,40,1.2e+18,21000,5500000000.0,1705500,21000,4439555,0
514443,12,2.83e+17,50000,24520000000.0,517166,21000,5126772,0
2,139,1.93e+19,21000,130625000000.0,2940004,21000,4858473,0
76395,35,3.78e+18,21000,102000000000.0,3727950,21000,5209476,0
46,159,2.34e+17,21000,16000000000.0,4979538,21000,5151397,0
247232,116,5.14e+16,90000,5250000000.0,2827054,21000,4463196,0
1,114,7.35e+17,42000,5000000000.0,3900263,21000,5410305,0
1,238,5.97e+19,21000,20000000000.0,6490047,21000,4979516,0
8,17,5e+17,25200,18156250000.0,874925,21000,5144015,0
53,76,0.0,81673,9000000000.0,7844333,38610,6423923,1
3599787,23,1.02e+17,50000,9100001337.0,982796,21000,4379091,0
51,24,1000000000000000.0,25200,14250000000.0,1137453,21000,5123179,0
37,11,0.0,150034,21000000000.0,801420,22142,5272406,0
2755,101,0.0,59173,14000000000.0,3514859,38610,6405414,1
653,41,0.0,59173,8000000000.0,6707647,38610,6401555,1
27,115,5e+16,21000,840000000.0,6420715,21000,5299812,0
4855863,18,2.02e+17,50000,1000000000.0,399000,21000,4981362,0
274208,35,2.5e+17,90000,9000150000.0,1517955,21000,4457105,0
19,114,9.2e+19,100000,4000000000.0,4736731,21000,4841527,0
484114,162,7.07e+17,50000,18000000000.0,4531844,21000,5070126,0
74945,57,5.02e+16,42000,2400000000.0,1849653,21000,5314919,0
5,92,1e+16,150000,5000000000.0,4689123,48653,6386451,1
24,55,9.5e+17,21000,21000000000.0,1896604,21000,5259793,0
2115436,37,8.4e+17,21000,50000000000.0,1060925,21000,5347215,1
6001876,9,1e+16,50000,1000000000.0,228563,21000,4994641,0
4436675,15,1.72e+18,150000,90000000000.0,435787,21000,4946886,0
108351,105,1.1e+18,21000,61000000000.0,3400305,21000,5124938,0
2,177,1953120000000000.0,21000,1.0,5542883,21000,4397139,0
33396,61,1.5e+16,21000,31342000000.0,2259509,21000,5167750,0
11,64,1e+18,21000,23000000000.0,2567702,21000,5827321,1
1,31,3.18e+17,21000,10600000000.0,777485,21000,5165944,0
611,60,3000000000000000.0,373687,1000000000.0,9099829,144130,8689954,0
31,96,2e+16,96882,8500000000.0,3435027,48653,6365318,1
0,202,2.02e+18,35000,21200000000.0,7922088,30981,5035402,0
2,66,2.34e+17,21000,20000000000.0,1420483,21000,4613902,1
444574,17,1.15e+20,100000,91000000000.0,395028,21000,5343254,0
3775408,0,9.91e+16,50000,6000100000.0,21000,21000,4457332,0
396685,20,2e+18,100000,91000000000.0,623381,21000,5157586,0
3241,115,5.2e+19,21000,20000000000.0,5073822,21000,4983150,0
563044,148,1.22e+17,90000,78000000000.0,6583409,21000,4380543,0
29,2,9.9e+16,21000,61000000000.0,63000,21000,4374885,0
164,4,8.13e+19,21000,90000000000.0,234319,21000,5270453,0
10329,0,1.1e+18,90000,61000000000.0,21000,21000,4376274,0
0,41,6.35e+18,35000,21200000000.0,1846878,30981,5072171,0
109211,21,456300000000000.0,21000,7700000000.0,943385,21000,5328463,0
4525537,93,4.79e+18,150000,90000000000.0,3126982,21000,4980472,0
1,2,2.26e+18,21000,24000000000.0,63000,21000,4983691,0
31,210,4.6e+17,250000,24000000000.0,5469524,21000,5047565,0
1,7,879800000000000.0,21000,200000000.0,168000,21000,5314427,0
247277,1,6.36e+17,45000,120000000000.0,164081,21000,5122134,0
3795021,44,4.91e+16,50000,8000000001.0,2199647,21000,4465932,0
0,3,3.9e+17,21000,128000000000.0,131194,21000,5035533,0
33,81,1.89e+17,21000,61000000000.0,1722051,21000,4370267,0
163704,150,7.93e+17,21000,150000000.0,6215947,21000,4387218,0
120420,0,2.74e+16,91000,54000000000.0,21000,21000,5321924,0
57,193,1000000000000000.0,25200,9562500000.0,6369468,21000,5124215,0
0,24,6.79e+17,21000,24000000000.0,915137,21000,5066574,0
3170994,258,6.49e+17,90000,20000000000.0,5841996,21000,4979957,0
0,2,1.04e+17,21000,21000000000.0,63000,21000,4378520,1
2,2,4.8e+18,25200,99999997952.0,63000,21000,5311848,0
3,38,4.06e+18,45000,51000000000.0,1092011,21000,4835664,0
77093,26,1.58e+18,940000,100000000000.0,567051,21000,5224839,0
4,47,1.99e+17,21000,42000000000.0,1415572,21000,5035886,0
218051,183,2.05e+17,90000,61200000000.0,7164424,21000,4928040,0
108,243,300000000000000.0,25200,6762686464.0,5252448,21000,5276058,0
750288,1,9.55e+19,30000,105000000000.0,42000,21000,5033761,0
0,67,2.75e+18,90000,20000000000.0,2317150,21000,4983490,0
0,40,1.38e+18,21000,118000000000.0,893592,21000,5128810,0
10,113,160000000000000.0,100000,1600000000.0,7058264,21000,5139257,0
273576,132,5.53e+16,30000,24000000000.0,3072458,21000,5264515,0
0,13,2.62e+17,21000,51000000000.0,880991,21000,5160149,0
2,216,2.4e+18,21000,23000000000.0,7430646,21000,4994135,0
13,16,2e+18,25200,42029412352.0,605876,21000,5305727,0
91614,110,1.17e+16,940000,16593750000.0,2725452,21000,5121905,0
838016,33,3.44e+16,100000,40000000000.0,1245804,21000,4991571,0
0,164,1e+16,90000,58000000000.0,4968305,21000,4899870,0
0,137,2.74e+17,90000,20000000000.0,4481364,21000,4984155,0
230369,90,5.47e+16,90000,9200000000.0,2173761,21000,4420133,0
797216,2,2.47e+18,30000,105000000000.0,63000,21000,5160539,0
0,259,3.6e+16,200000,20000000000.0,6247345,69236,4844398,1
700,125,2.02e+17,35000,11500000000.0,4128196,30981,8688842,0
1457,152,0.0,90000,8000000000.0,7836356,38610,6400832,1
232,28,0.0,59173,8600000000.0,1536425,38610,6402133,1
28,69,500000000000000.0,100000,5000000000.0,2931160,21000,5570025,1
7,8,3e+18,25200,58271424512.0,397525,21000,4902204,0
516,63,1000000000000000.0,25200,15062500000.0,1593121,21000,5334443,0
1,120,5e+17,21000,2000000002.0,5470534,21000,5140218,0
23,170,1.19e+19,21000,17000000000.0,6703944,21000,5166959,0
93,61,0.0,51283,7000000000.0,7884383,38610,6400014,1
0,124,1.98e+18,21000,12000000000.0,3125640,21000,5305993,0
8,82,5e+16,25200,44718750000.0,3259380,21000,4902024,0
0,142,1e+16,90000,20000000000.0,4284586,21000,4980712,0
53,37,0.0,250000,21000000000.0,2365150,36752,4483045,0
6,110,0.0,85000,12000000000.0,5041993,38610,6392923,1
0,105,9.2e+16,90000,20000000000.0,3549517,21000,4979701,0
92837,61,9.39e+17,90000,85000000000.0,2272940,21000,4929811,0
0,78,2420000000000000.0,21000,14000000000.0,2704041,21000,8031487,1
621246,135,2e+19,90000,22500000000.0,6004837,21000,5309065,0
804419,5,4e+18,30000,105000000000.0,126000,21000,5183504,0
0,14,2.86e+16,21000,3000000000.0,500609,21000,5493901,1
12,3,4.4e+17,21000,3000000000.0,84051,21000,5288465,0
